2026-02-21 13:45:42 | INFO | scripts.ingest_all | Starting bulk ingestion {"root": "data/raw"}
2026-02-21 13:47:27 | WARNING | ingestion.storage | Groq extraction failed {"error": "Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01khs484t5ft8tj4xkthync4st` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99828, Requested 406. Please try again in 3m22.176s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"}
2026-02-21 13:47:37 | WARNING | ingestion.storage | Graph extraction failed via Gemini, falling back to Ollama {"error": "'NoneType' object has no attribute 'invoke'"}
2026-02-21 13:47:37 | ERROR | ingestion.storage | Ollama fallback failed {"error": "extract_graph_from_text.<locals>._ollama_extract() missing 1 required positional argument: 'model_name'"}
2026-02-21 13:47:37 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-21 13:47:37 | WARNING | ingestion.storage | Groq extraction failed {"error": "Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01khs484t5ft8tj4xkthync4st` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99816, Requested 519. Please try again in 4m49.44s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"}
2026-02-21 13:47:44 | WARNING | ingestion.storage | Graph extraction failed via Gemini, falling back to Ollama {"error": "'NoneType' object has no attribute 'invoke'"}
2026-02-21 13:47:44 | ERROR | ingestion.storage | Ollama fallback failed {"error": "extract_graph_from_text.<locals>._ollama_extract() missing 1 required positional argument: 'model_name'"}
2026-02-21 13:47:44 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-21 13:47:44 | WARNING | ingestion.storage | Groq extraction failed {"error": "Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01khs484t5ft8tj4xkthync4st` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99808, Requested 533. Please try again in 4m54.623999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"}
2026-02-21 13:47:50 | WARNING | ingestion.storage | Graph extraction failed via Gemini, falling back to Ollama {"error": "'NoneType' object has no attribute 'invoke'"}
2026-02-21 13:47:50 | ERROR | ingestion.storage | Ollama fallback failed {"error": "extract_graph_from_text.<locals>._ollama_extract() missing 1 required positional argument: 'model_name'"}
2026-02-21 13:47:50 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-21 13:47:50 | WARNING | ingestion.storage | Groq extraction failed {"error": "Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01khs484t5ft8tj4xkthync4st` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99801, Requested 528. Please try again in 4m44.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"}
2026-02-21 13:48:00 | WARNING | ingestion.storage | Graph extraction failed via Gemini, falling back to Ollama {"error": "'NoneType' object has no attribute 'invoke'"}
2026-02-21 13:48:00 | ERROR | ingestion.storage | Ollama fallback failed {"error": "extract_graph_from_text.<locals>._ollama_extract() missing 1 required positional argument: 'model_name'"}
2026-02-21 13:48:00 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-02-21 13:48:00 | WARNING | ingestion.storage | Groq extraction failed {"error": "Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.3-70b-versatile` in organization `org_01khs484t5ft8tj4xkthync4st` service tier `on_demand` on tokens per day (TPD): Limit 100000, Used 99789, Requested 516. Please try again in 4m23.52s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"}
